done;baseagent0_acts;blindagent_acts;secondblind_acts;thirdblind_acts;fourthblind_acts;lazyagent_acts;baseagent0_mssg;blindagent_mssg;secondblind_mssg;thirdblind_mssg;fourthblind_mssg;lazyagent_mssg;world_nr;tick_nr
False;MoveWest;MoveSouth;MoveNorthWest;MoveSouthWest;MoveNorthWest;MoveWest;12;11;17;11;17;19;1;223
False;MoveWest;MoveSouth;MoveNorthWest;MoveSouthWest;MoveNorthWest;MoveWest;12;11;17;12;17;19;1;224
False;MoveWest;MoveNorthEast;MoveNorthWest;MoveSouthEast;MoveNorthWest;MoveWest;12;11;17;12;17;19;1;225
False;MoveWest;MoveNorthEast;MoveNorthWest;MoveSouthEast;MoveNorthWest;MoveWest;12;11;17;12;17;19;1;226
False;MoveWest;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;MoveWest;12;11;17;12;17;19;1;227
False;MoveWest;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;MoveWest;12;11;17;12;17;19;1;228
False;MoveWest;MoveNorthEast;MoveNorthEast;MoveSouthEast;MoveNorthEast;MoveWest;12;11;17;12;17;19;1;229
False;MoveWest;MoveNorthEast;MoveNorthEast;MoveSouthEast;MoveNorthEast;MoveWest;12;11;17;12;17;19;1;230
False;MoveSouthWest;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveWest;12;11;17;12;17;19;1;231
False;MoveSouthWest;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveWest;12;11;17;12;17;19;1;232
False;DropObject;MoveNorthEast;MoveNorthEast;MoveSouth;MoveNorthEast;MoveWest;12;11;17;12;17;19;1;233
False;DropObject;MoveNorthEast;MoveNorthEast;MoveSouth;MoveNorthEast;MoveWest;13;11;17;12;17;19;1;234
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveWest;13;11;17;12;17;19;1;235
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveWest;13;11;17;12;17;19;1;236
False;GrabObject;MoveSouthWest;MoveNorthEast;MoveSouthWest;MoveNorthEast;MoveWest;13;11;17;12;17;19;1;237
False;GrabObject;MoveSouthWest;MoveNorthEast;MoveSouthWest;MoveNorthEast;MoveWest;13;12;17;12;17;19;1;238
False;MoveWest;MoveSouthEast;MoveSouth;MoveWest;MoveSouth;MoveSouthEast;13;12;17;12;17;19;1;239
False;MoveWest;MoveSouthEast;MoveSouth;MoveWest;MoveSouth;MoveSouthEast;13;12;17;12;17;20;1;240
False;MoveWest;MoveSouthEast;MoveSouthWest;MoveWest;MoveSouthWest;MoveWest;13;12;17;12;17;20;1;241
False;MoveWest;MoveSouthEast;MoveSouthWest;MoveWest;MoveSouthWest;MoveWest;13;12;18;12;18;21;1;242
False;MoveWest;MoveSouthEast;MoveSouthEast;MoveWest;MoveSouthEast;MoveWest;13;12;18;12;18;21;1;243
False;MoveWest;MoveSouthEast;MoveSouthEast;MoveWest;MoveSouthEast;MoveWest;13;12;18;12;18;21;1;244
False;DropObject;MoveSouth;MoveSouthEast;MoveWest;MoveEast;MoveWest;13;12;18;12;18;21;1;245
False;DropObject;MoveSouth;MoveSouthEast;MoveWest;MoveEast;MoveWest;14;12;18;12;18;21;1;246
False;MoveEast;MoveSouth;MoveEast;MoveWest;MoveEast;MoveWest;14;12;18;12;18;21;1;247
False;MoveEast;MoveSouth;MoveEast;MoveWest;MoveEast;MoveWest;14;12;18;12;18;21;1;248
False;MoveEast;MoveSouth;MoveEast;MoveWest;MoveEast;MoveSouthWest;14;12;18;12;18;21;1;249
False;MoveEast;MoveSouth;MoveEast;MoveWest;MoveEast;MoveSouthWest;14;12;18;12;18;21;1;250
False;MoveSouthEast;MoveSouth;MoveEast;MoveWest;MoveEast;MoveSouth;14;12;18;12;18;21;1;251
False;MoveSouthEast;MoveSouth;MoveEast;MoveWest;MoveEast;MoveSouth;14;12;18;12;18;21;1;252
False;GrabObject;MoveSouth;MoveEast;MoveWest;MoveEast;MoveSouth;14;12;18;12;18;21;1;253
False;GrabObject;MoveSouth;MoveEast;MoveWest;MoveEast;MoveSouth;14;12;18;12;18;21;1;254
False;MoveNorthWest;MoveSouth;MoveEast;MoveWest;MoveEast;MoveSouth;14;12;18;12;18;21;1;255
False;MoveNorthWest;MoveSouth;MoveEast;MoveWest;MoveEast;MoveSouth;14;12;18;12;18;21;1;256
False;MoveNorthWest;MoveSouth;MoveEast;MoveWest;MoveEast;MoveSouth;14;12;18;12;18;21;1;257
False;MoveNorthWest;MoveSouth;MoveEast;MoveWest;MoveEast;MoveSouth;14;12;18;12;18;21;1;258
False;MoveWest;MoveSouth;MoveSouthEast;MoveWest;MoveEast;MoveSouth;14;12;18;12;18;21;1;259
False;MoveWest;MoveSouth;MoveSouthEast;MoveWest;MoveEast;MoveSouth;14;12;18;12;18;21;1;260
False;DropObject;MoveSouth;MoveSouth;MoveWest;MoveEast;MoveSouth;14;12;18;12;18;21;1;261
True;DropObject;MoveSouth;MoveSouth;MoveWest;MoveEast;MoveSouth;15;12;18;12;18;21;1;262
