done;lazyagent_acts;lazyagent1_acts;lazyagent2_acts;lazyagent3_acts;lazyagent_mssg;lazyagent1_mssg;lazyagent2_mssg;lazyagent3_mssg;world_nr;tick_nr
False;MoveNorth;MoveSouthEast;MoveNorthEast;MoveSouth;21;16;17;22;1;333
False;MoveNorth;MoveSouthEast;MoveNorthEast;MoveSouth;21;16;17;22;1;334
False;MoveNorthEast;MoveEast;MoveEast;MoveSouth;21;16;17;22;1;335
False;MoveNorthEast;MoveEast;MoveEast;MoveSouth;21;16;17;22;1;336
False;MoveEast;MoveEast;MoveEast;MoveSouth;21;16;17;22;1;337
False;MoveEast;MoveEast;MoveEast;MoveSouth;21;16;17;22;1;338
False;MoveNorthEast;MoveEast;MoveEast;MoveSouth;21;16;17;22;1;339
False;MoveNorthEast;MoveEast;MoveEast;MoveSouth;21;16;17;22;1;340
False;MoveEast;MoveEast;MoveEast;MoveSouth;21;16;17;22;1;341
False;MoveEast;MoveEast;MoveEast;MoveSouth;21;16;17;22;1;342
False;MoveSouthWest;MoveEast;MoveEast;MoveSouth;21;16;17;22;1;343
False;MoveSouthWest;MoveEast;MoveEast;MoveSouth;22;16;17;22;1;344
False;MoveWest;MoveEast;MoveEast;MoveSouth;22;16;17;22;1;345
False;MoveWest;MoveEast;MoveEast;MoveSouth;22;16;17;22;1;346
False;MoveWest;MoveEast;MoveEast;MoveSouth;22;16;17;22;1;347
False;MoveWest;MoveEast;MoveEast;MoveSouth;22;16;17;22;1;348
False;MoveSouthWest;MoveEast;MoveNorthEast;MoveSouth;22;16;17;22;1;349
False;MoveSouthWest;MoveEast;MoveNorthEast;MoveSouth;22;16;17;22;1;350
False;MoveSouth;MoveEast;MoveEast;MoveSouthWest;22;16;17;22;1;351
False;MoveSouth;MoveEast;MoveEast;MoveSouthWest;22;16;17;22;1;352
False;MoveSouth;MoveEast;MoveSouthEast;MoveWest;22;16;17;22;1;353
False;MoveSouth;MoveEast;MoveSouthEast;MoveWest;22;17;18;22;1;354
False;MoveSouth;MoveEast;MoveEast;MoveWest;22;17;18;22;1;355
False;MoveSouth;MoveEast;MoveEast;MoveWest;22;17;18;22;1;356
False;MoveSouthEast;MoveEast;MoveEast;MoveWest;22;17;18;22;1;357
False;MoveSouthEast;MoveEast;MoveEast;MoveWest;22;17;18;23;1;358
False;MoveEast;MoveEast;MoveEast;MoveWest;22;17;18;23;1;359
False;MoveEast;MoveEast;MoveEast;MoveWest;22;17;18;24;1;360
False;MoveEast;MoveEast;MoveEast;MoveWest;22;17;18;24;1;361
False;MoveEast;MoveEast;MoveEast;MoveWest;22;17;18;25;1;362
False;MoveEast;MoveEast;MoveEast;MoveWest;22;17;18;25;1;363
False;MoveEast;MoveEast;MoveEast;MoveWest;22;17;18;25;1;364
False;OpenDoorAction;MoveEast;MoveEast;MoveWest;22;17;18;25;1;365
False;OpenDoorAction;MoveEast;MoveEast;MoveWest;23;17;18;25;1;366
False;MoveNorth;MoveEast;MoveEast;MoveWest;23;17;18;25;1;367
False;MoveNorth;MoveEast;MoveEast;MoveWest;24;17;18;25;1;368
False;MoveNorthWest;MoveNorthEast;MoveSouthEast;MoveWest;24;17;18;25;1;369
False;MoveNorthWest;MoveNorthEast;MoveSouthEast;MoveWest;24;17;18;25;1;370
False;MoveNorthWest;MoveNorth;MoveSouth;MoveWest;24;17;18;25;1;371
False;MoveNorthWest;MoveNorth;MoveSouth;MoveWest;25;17;18;25;1;372
False;MoveSouthEast;MoveNorth;MoveSouth;MoveWest;25;17;18;25;1;373
False;MoveSouthEast;MoveNorth;MoveSouth;MoveWest;26;17;18;25;1;374
False;MoveSouthEast;MoveNorth;MoveSouth;MoveWest;26;17;18;25;1;375
False;MoveSouthEast;MoveNorth;MoveSouth;MoveWest;26;17;18;25;1;376
False;MoveSouthEast;MoveNorth;MoveSouthWest;MoveWest;26;17;18;25;1;377
False;MoveSouthEast;MoveNorth;MoveSouthWest;MoveWest;26;17;18;25;1;378
False;MoveEast;MoveNorth;MoveWest;MoveWest;26;17;18;25;1;379
False;MoveEast;MoveNorth;MoveWest;MoveWest;26;17;18;25;1;380
False;MoveEast;MoveNorth;MoveWest;OpenDoorAction;26;17;18;25;1;381
False;MoveEast;MoveNorth;MoveWest;OpenDoorAction;26;17;18;26;1;382
False;MoveEast;MoveNorth;MoveSouthEast;MoveWest;26;17;18;26;1;383
False;MoveEast;MoveNorth;MoveSouthEast;MoveWest;26;17;19;27;1;384
False;MoveEast;MoveNorth;MoveEast;MoveEast;26;17;19;27;1;385
False;MoveEast;MoveNorth;MoveEast;MoveEast;26;17;19;28;1;386
False;MoveEast;MoveNorth;MoveSouthEast;MoveEast;26;17;19;28;1;387
False;MoveEast;MoveNorth;MoveSouthEast;MoveEast;26;17;19;28;1;388
False;MoveEast;MoveNorthWest;MoveSouth;MoveEast;26;17;19;28;1;389
False;MoveEast;MoveNorthWest;MoveSouth;MoveEast;26;17;19;28;1;390
False;MoveEast;MoveWest;MoveSouth;MoveEast;26;17;19;28;1;391
False;MoveEast;MoveWest;MoveSouth;MoveEast;26;17;19;28;1;392
False;MoveEast;MoveWest;MoveSouth;MoveEast;26;17;19;28;1;393
False;MoveEast;MoveWest;MoveSouth;MoveEast;26;17;19;28;1;394
False;MoveEast;MoveWest;MoveSouthWest;MoveEast;26;17;19;28;1;395
False;MoveEast;MoveWest;MoveSouthWest;MoveEast;26;17;19;28;1;396
False;MoveEast;MoveWest;MoveWest;MoveEast;26;17;19;28;1;397
False;MoveEast;MoveWest;MoveWest;MoveEast;26;17;19;28;1;398
False;MoveEast;MoveWest;MoveWest;MoveEast;26;17;19;28;1;399
False;MoveEast;MoveWest;MoveWest;MoveEast;26;17;19;28;1;400
False;OpenDoorAction;MoveWest;MoveEast;MoveEast;26;17;19;28;1;401
False;OpenDoorAction;MoveWest;MoveEast;MoveEast;27;17;20;28;1;402
False;MoveNorth;MoveNorthWest;MoveEast;MoveEast;27;17;20;28;1;403
False;MoveNorth;MoveNorthWest;MoveEast;MoveEast;28;17;20;28;1;404
False;MoveNorthWest;MoveWest;MoveNorthEast;MoveEast;28;17;20;28;1;405
False;MoveNorthWest;MoveWest;MoveNorthEast;MoveEast;28;17;20;28;1;406
False;MoveNorthWest;OpenDoorAction;MoveNorth;MoveEast;28;17;20;28;1;407
False;MoveNorthWest;OpenDoorAction;MoveNorth;MoveEast;28;18;20;28;1;408
False;MoveSouth;MoveSouthWest;MoveNorth;MoveEast;28;18;20;28;1;409
False;MoveSouth;MoveSouthWest;MoveNorth;MoveEast;28;19;20;28;1;410
False;MoveEast;MoveWest;MoveNorth;MoveWest;28;19;20;28;1;411
False;MoveEast;MoveWest;MoveNorth;MoveWest;29;19;20;29;1;412
False;MoveSouthEast;MoveWest;MoveNorth;MoveEast;29;19;20;29;1;413
False;MoveSouthEast;MoveWest;MoveNorth;MoveEast;29;19;20;30;1;414
False;MoveSouthEast;MoveWest;MoveNorth;MoveEast;29;19;20;30;1;415
False;MoveSouthEast;MoveWest;MoveNorth;MoveEast;29;19;20;30;1;416
False;MoveSouthEast;MoveWest;MoveNorth;MoveEast;29;19;20;30;1;417
False;MoveSouthEast;MoveWest;MoveNorth;MoveEast;29;19;20;30;1;418
False;MoveSouthEast;MoveWest;MoveNorth;MoveNorthEast;29;19;20;30;1;419
False;MoveSouthEast;MoveWest;MoveNorth;MoveNorthEast;29;19;20;30;1;420
False;MoveSouth;MoveWest;MoveNorth;MoveNorth;29;19;20;30;1;421
False;MoveSouth;MoveWest;MoveNorth;MoveNorth;29;19;20;30;1;422
False;MoveSouth;MoveWest;MoveNorth;MoveNorth;29;19;20;30;1;423
False;MoveSouth;MoveWest;MoveNorth;MoveNorth;29;19;20;30;1;424
False;MoveSouth;MoveWest;MoveNorthWest;MoveNorth;29;19;20;30;1;425
False;MoveSouth;MoveWest;MoveNorthWest;MoveNorth;29;19;20;30;1;426
False;MoveSouthWest;MoveSouthWest;MoveWest;MoveNorth;29;19;20;30;1;427
False;MoveSouthWest;MoveSouthWest;MoveWest;MoveNorth;29;19;20;30;1;428
False;MoveWest;MoveSouth;MoveWest;MoveNorth;29;19;20;30;1;429
False;MoveWest;MoveSouth;MoveWest;MoveNorth;29;19;20;30;1;430
False;MoveWest;MoveSouth;MoveWest;MoveNorth;29;19;20;30;1;431
False;MoveWest;MoveSouth;MoveWest;MoveNorth;29;19;20;30;1;432
False;OpenDoorAction;MoveSouth;MoveWest;MoveNorth;29;19;20;30;1;433
False;OpenDoorAction;MoveSouth;MoveWest;MoveNorth;30;19;20;30;1;434
False;MoveNorth;MoveSouth;MoveWest;MoveNorth;30;19;20;30;1;435
False;MoveNorth;MoveSouth;MoveWest;MoveNorth;31;19;20;30;1;436
False;MoveNorthWest;MoveSouth;MoveWest;MoveNorth;31;19;20;30;1;437
False;MoveNorthWest;MoveSouth;MoveWest;MoveNorth;31;19;20;30;1;438
False;MoveNorthWest;MoveSouth;MoveWest;MoveNorthWest;31;19;20;30;1;439
False;MoveNorthWest;MoveSouth;MoveWest;MoveNorthWest;31;19;20;30;1;440
False;MoveSouth;MoveSouth;MoveWest;MoveWest;31;19;20;30;1;441
False;MoveSouth;MoveSouth;MoveWest;MoveWest;31;19;20;30;1;442
False;MoveNorthEast;MoveSouth;MoveWest;MoveWest;31;19;20;30;1;443
False;MoveNorthEast;MoveSouth;MoveWest;MoveWest;31;19;20;30;1;444
False;MoveSouth;MoveSouth;MoveWest;MoveWest;31;19;20;30;1;445
False;MoveSouth;MoveSouth;MoveWest;MoveWest;31;19;20;30;1;446
False;MoveNorthEast;MoveSouthEast;MoveWest;MoveWest;31;19;20;30;1;447
False;MoveNorthEast;MoveSouthEast;MoveWest;MoveWest;31;19;20;30;1;448
False;GrabObject;MoveEast;MoveWest;MoveWest;31;19;20;30;1;449
False;GrabObject;MoveEast;MoveWest;MoveWest;32;19;20;30;1;450
False;MoveSouth;MoveEast;MoveNorthWest;MoveWest;32;19;20;30;1;451
False;MoveSouth;MoveEast;MoveNorthWest;MoveWest;32;19;20;30;1;452
False;MoveSouth;MoveEast;MoveWest;MoveNorthWest;32;19;20;30;1;453
False;MoveSouth;MoveEast;MoveWest;MoveNorthWest;33;19;20;30;1;454
False;MoveSouth;OpenDoorAction;MoveSouthEast;MoveWest;33;19;20;30;1;455
False;MoveSouth;OpenDoorAction;MoveSouthEast;MoveWest;33;20;21;30;1;456
False;OpenDoorAction;MoveEast;MoveEast;OpenDoorAction;33;20;21;30;1;457
False;OpenDoorAction;MoveEast;MoveEast;OpenDoorAction;34;21;21;31;1;458
False;MoveWest;MoveEast;MoveEast;MoveSouthEast;34;21;21;31;1;459
False;MoveWest;MoveEast;MoveEast;MoveSouthEast;35;21;21;32;1;460
False;MoveWest;MoveEast;MoveEast;MoveEast;35;21;21;32;1;461
False;MoveWest;MoveEast;MoveEast;MoveEast;35;21;21;32;1;462
False;MoveWest;MoveEast;MoveEast;MoveEast;35;21;21;32;1;463
False;MoveWest;MoveEast;MoveEast;MoveEast;35;21;21;32;1;464
False;MoveWest;MoveEast;MoveEast;MoveEast;35;21;21;32;1;465
False;MoveWest;MoveEast;MoveEast;MoveEast;35;21;21;32;1;466
False;MoveWest;MoveEast;MoveEast;MoveEast;35;21;21;32;1;467
False;MoveWest;MoveEast;MoveEast;MoveEast;35;21;21;32;1;468
False;MoveWest;MoveEast;MoveEast;MoveEast;35;21;21;32;1;469
False;MoveWest;MoveEast;MoveEast;MoveEast;35;21;21;32;1;470
False;MoveWest;MoveEast;MoveEast;MoveEast;35;21;21;32;1;471
False;MoveWest;MoveEast;MoveEast;MoveEast;35;21;21;32;1;472
False;MoveWest;MoveEast;MoveEast;MoveEast;35;21;21;32;1;473
False;MoveWest;MoveEast;MoveEast;MoveEast;35;21;21;32;1;474
False;MoveWest;MoveEast;MoveEast;MoveSouthEast;35;21;21;32;1;475
False;MoveWest;MoveEast;MoveEast;MoveSouthEast;35;21;21;32;1;476
False;MoveWest;MoveEast;MoveEast;MoveSouth;35;21;21;32;1;477
False;MoveWest;MoveEast;MoveEast;MoveSouth;35;21;21;32;1;478
False;MoveWest;MoveEast;MoveEast;MoveSouth;35;21;21;32;1;479
False;MoveWest;MoveEast;MoveEast;MoveSouth;35;21;21;32;1;480
False;MoveWest;MoveEast;MoveEast;MoveSouth;35;21;21;32;1;481
False;MoveWest;MoveEast;MoveEast;MoveSouth;35;21;21;32;1;482
False;MoveEast;MoveEast;MoveSouthEast;MoveSouthWest;35;21;21;32;1;483
False;MoveEast;MoveEast;MoveSouthEast;MoveSouthWest;36;21;21;32;1;484
False;MoveEast;MoveNorthEast;MoveSouth;MoveWest;36;21;21;32;1;485
False;MoveEast;MoveNorthEast;MoveSouth;MoveWest;36;21;21;32;1;486
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;487
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;488
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;489
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;490
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;491
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;492
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;493
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;494
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;495
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;496
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;497
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;498
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;499
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;500
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;32;1;501
False;MoveEast;MoveNorth;MoveSouth;MoveWest;36;21;21;33;1;502
False;MoveEast;MoveNorth;MoveSouthWest;MoveWest;36;21;21;33;1;503
False;MoveEast;MoveNorth;MoveSouthWest;MoveWest;36;21;21;33;1;504
False;MoveEast;MoveNorthWest;MoveWest;MoveWest;36;21;21;33;1;505
False;MoveEast;MoveNorthWest;MoveWest;MoveWest;36;21;21;33;1;506
False;MoveEast;MoveNorthWest;MoveWest;MoveWest;36;21;21;33;1;507
False;MoveEast;MoveNorthWest;MoveWest;MoveWest;36;21;21;33;1;508
False;MoveEast;MoveWest;MoveWest;MoveWest;36;21;21;33;1;509
False;MoveEast;MoveWest;MoveWest;MoveWest;36;21;22;33;1;510
False;MoveNorthEast;OpenDoorAction;MoveWest;MoveWest;36;21;22;33;1;511
False;MoveNorthEast;OpenDoorAction;MoveWest;MoveWest;36;22;22;33;1;512
False;MoveNorth;MoveSouthEast;MoveWest;MoveWest;36;22;22;33;1;513
False;MoveNorth;MoveSouthEast;MoveWest;MoveWest;36;23;22;33;1;514
False;MoveNorth;MoveEast;MoveWest;MoveWest;36;23;22;33;1;515
False;MoveNorth;MoveEast;MoveWest;MoveWest;36;23;22;33;1;516
False;MoveNorth;MoveSouthEast;MoveWest;MoveWest;36;23;22;33;1;517
False;MoveNorth;MoveSouthEast;MoveWest;MoveWest;36;23;22;33;1;518
False;MoveNorth;MoveSouth;MoveWest;MoveNorthWest;36;23;22;33;1;519
False;MoveNorth;MoveSouth;MoveWest;MoveNorthWest;36;23;22;33;1;520
False;MoveNorth;MoveSouth;MoveWest;MoveNorth;36;23;22;33;1;521
False;MoveNorth;MoveSouth;MoveWest;MoveNorth;36;23;23;33;1;522
False;MoveNorth;MoveSouth;MoveEast;MoveNorth;36;23;23;33;1;523
False;MoveNorth;MoveSouth;MoveEast;MoveNorth;36;23;24;33;1;524
False;MoveNorth;MoveSouth;OpenDoorAction;MoveNorth;36;23;24;33;1;525
False;MoveNorth;MoveSouth;OpenDoorAction;MoveNorth;36;23;25;33;1;526
False;MoveNorth;MoveSouth;MoveEast;MoveNorthEast;36;23;25;33;1;527
False;MoveNorth;MoveSouth;MoveEast;MoveNorthEast;36;23;26;33;1;528
False;MoveNorth;MoveSouth;MoveWest;MoveEast;36;23;26;33;1;529
False;MoveNorth;MoveSouth;MoveWest;MoveEast;36;23;27;33;1;530
False;MoveNorthWest;MoveSouth;MoveWest;MoveNorthEast;36;23;27;33;1;531
False;MoveNorthWest;MoveSouth;MoveWest;MoveNorthEast;36;23;27;33;1;532
False;MoveNorthWest;MoveSouth;MoveWest;MoveEast;36;23;27;33;1;533
False;MoveNorthWest;MoveSouth;MoveWest;MoveEast;36;23;27;33;1;534
False;MoveWest;MoveSouth;MoveWest;OpenDoorAction;36;23;27;33;1;535
False;MoveWest;MoveSouth;MoveWest;OpenDoorAction;36;23;27;34;1;536
False;OpenDoorAction;MoveSouthWest;MoveWest;MoveNorth;36;23;27;34;1;537
False;OpenDoorAction;MoveSouthWest;MoveWest;MoveNorth;37;23;27;35;1;538
False;MoveNorth;MoveWest;MoveWest;MoveNorthWest;37;23;27;35;1;539
