done;baseagent0_acts;baseagent1_acts;lazyagent0_acts;baseagent0_mssg;baseagent1_mssg;lazyagent0_mssg;world_nr;tick_nr
False;MoveNorth;MoveEast;MoveEast;207;207;207;1;415
False;MoveNorth;MoveEast;MoveEast;208;208;208;1;416
False;MoveNorth;MoveSouthEast;MoveEast;208;208;208;1;417
False;MoveNorth;MoveSouthEast;MoveEast;209;209;209;1;418
False;MoveNorth;MoveEast;MoveWest;209;209;209;1;419
False;MoveNorth;MoveEast;MoveWest;210;210;210;1;420
False;MoveNorth;MoveEast;MoveWest;210;210;210;1;421
False;MoveNorth;MoveEast;MoveWest;211;211;211;1;422
False;MoveNorth;MoveSouthEast;MoveWest;211;211;211;1;423
False;MoveNorth;MoveSouthEast;MoveWest;212;212;212;1;424
False;MoveNorth;DropObject;MoveWest;212;212;212;1;425
False;MoveNorth;DropObject;MoveWest;213;213;213;1;426
False;MoveNorth;MoveNorthEast;MoveWest;213;213;213;1;427
False;MoveNorth;MoveNorthEast;MoveWest;214;214;214;1;428
False;MoveNorth;MoveNorthEast;MoveWest;214;214;214;1;429
False;MoveNorth;MoveNorthEast;MoveWest;215;215;215;1;430
False;MoveNorthEast;MoveNorthEast;MoveWest;215;215;215;1;431
False;MoveNorthEast;MoveNorthEast;MoveWest;216;216;216;1;432
False;MoveEast;MoveEast;MoveWest;216;216;216;1;433
False;MoveEast;MoveEast;MoveWest;217;217;217;1;434
False;MoveNorthEast;MoveEast;MoveWest;217;217;217;1;435
False;MoveNorthEast;MoveEast;MoveWest;218;218;218;1;436
False;MoveEast;MoveNorthEast;MoveNorthWest;218;218;218;1;437
False;MoveEast;MoveNorthEast;MoveNorthWest;219;219;219;1;438
False;OpenDoorAction;MoveNorth;MoveNorth;219;219;219;1;439
False;OpenDoorAction;MoveNorth;MoveNorth;220;220;220;1;440
False;MoveNorth;MoveNorth;MoveNorth;220;220;220;1;441
False;MoveNorth;MoveNorth;MoveNorth;221;221;221;1;442
False;MoveNorthWest;MoveNorth;MoveNorth;221;221;221;1;443
False;MoveNorthWest;MoveNorth;MoveNorth;222;222;222;1;444
False;MoveNorthWest;MoveNorthWest;MoveNorth;222;222;222;1;445
False;MoveNorthWest;MoveNorthWest;MoveNorth;223;223;223;1;446
False;MoveSouth;MoveWest;MoveNorth;223;223;223;1;447
False;MoveSouth;MoveWest;MoveNorth;224;224;224;1;448
False;MoveNorthEast;MoveWest;MoveNorth;224;224;224;1;449
False;MoveNorthEast;MoveWest;MoveNorth;225;225;225;1;450
False;MoveSouth;MoveWest;MoveNorth;225;225;225;1;451
False;MoveSouth;MoveWest;MoveNorth;226;226;226;1;452
False;MoveNorthEast;MoveWest;MoveNorth;226;226;226;1;453
False;MoveNorthEast;MoveWest;MoveNorth;227;227;227;1;454
False;MoveSouth;MoveWest;MoveNorth;227;227;227;1;455
False;MoveSouth;MoveWest;MoveNorth;228;228;228;1;456
False;MoveNorthEast;MoveWest;MoveNorthEast;228;228;228;1;457
False;MoveNorthEast;MoveWest;MoveNorthEast;229;229;229;1;458
False;MoveSouth;MoveNorthWest;MoveEast;229;229;229;1;459
False;MoveSouth;MoveNorthWest;MoveEast;230;230;230;1;460
False;MoveSouthWest;MoveWest;MoveNorthEast;230;230;230;1;461
False;MoveSouthWest;MoveWest;MoveNorthEast;231;231;231;1;462
False;MoveSouthEast;OpenDoorAction;MoveEast;231;231;231;1;463
False;MoveSouthEast;OpenDoorAction;MoveEast;232;232;232;1;464
False;MoveEast;MoveNorth;OpenDoorAction;232;232;232;1;465
False;MoveEast;MoveNorth;OpenDoorAction;233;233;233;1;466
False;MoveEast;MoveNorthWest;MoveNorth;233;233;233;1;467
False;MoveEast;MoveNorthWest;MoveNorth;234;234;234;1;468
False;MoveEast;MoveNorthWest;MoveNorthWest;234;234;234;1;469
False;MoveEast;MoveNorthWest;MoveNorthWest;235;235;235;1;470
False;MoveEast;MoveSouth;MoveNorthWest;235;235;235;1;471
False;MoveEast;MoveSouth;MoveNorthWest;236;236;236;1;472
False;MoveEast;MoveNorthEast;MoveSouth;236;236;236;1;473
False;MoveEast;MoveNorthEast;MoveSouth;237;237;237;1;474
False;MoveEast;MoveSouth;MoveNorthEast;237;237;237;1;475
False;MoveEast;MoveSouth;MoveNorthEast;238;238;238;1;476
False;MoveEast;MoveNorthEast;MoveSouth;238;238;238;1;477
False;MoveEast;MoveNorthEast;MoveSouth;239;239;239;1;478
False;MoveEast;MoveSouth;MoveNorthEast;239;239;239;1;479
False;MoveEast;MoveSouth;MoveNorthEast;240;240;240;1;480
False;MoveEast;MoveNorthEast;MoveSouth;240;240;240;1;481
False;MoveEast;MoveNorthEast;MoveSouth;241;241;241;1;482
False;MoveEast;MoveSouth;MoveSouth;241;241;241;1;483
False;MoveEast;MoveSouth;MoveSouth;242;242;242;1;484
False;MoveEast;MoveSouthWest;MoveSouthWest;242;242;242;1;485
False;MoveEast;MoveSouthWest;MoveSouthWest;243;243;243;1;486
False;OpenDoorAction;MoveSouthWest;MoveSouthWest;243;243;243;1;487
False;OpenDoorAction;MoveSouthWest;MoveSouthWest;244;244;244;1;488
False;MoveNorth;MoveWest;MoveWest;244;244;244;1;489
False;MoveNorth;MoveWest;MoveWest;245;245;245;1;490
False;MoveNorthWest;MoveWest;MoveSouthWest;245;245;245;1;491
False;MoveNorthWest;MoveWest;MoveSouthWest;246;246;246;1;492
False;MoveNorthWest;MoveWest;MoveSouth;246;246;246;1;493
False;MoveNorthWest;MoveWest;MoveSouth;247;247;247;1;494
False;MoveSouth;MoveWest;MoveSouth;247;247;247;1;495
False;MoveSouth;MoveWest;MoveSouth;248;248;248;1;496
False;MoveNorthEast;MoveWest;MoveSouth;248;248;248;1;497
False;MoveNorthEast;MoveWest;MoveSouth;249;249;249;1;498
False;MoveSouth;OpenDoorAction;MoveSouthEast;249;249;249;1;499
False;MoveSouth;OpenDoorAction;MoveSouthEast;250;250;250;1;500
False;MoveNorthEast;MoveNorth;MoveEast;250;250;250;1;501
False;MoveNorthEast;MoveNorth;MoveEast;251;251;251;1;502
False;MoveSouth;MoveNorthWest;MoveEast;251;251;251;1;503
False;MoveSouth;MoveNorthWest;MoveEast;252;252;252;1;504
False;MoveNorthEast;GrabObject;MoveEast;252;252;252;1;505
False;MoveNorthEast;GrabObject;MoveEast;253;253;253;1;506
False;MoveSouth;MoveSouthEast;MoveEast;253;253;253;1;507
False;MoveSouth;MoveSouthEast;MoveEast;254;254;254;1;508
False;MoveSouthWest;MoveSouthWest;MoveEast;254;254;254;1;509
False;MoveSouthWest;MoveSouthWest;MoveEast;255;255;255;1;510
False;MoveSouthEast;MoveSouthWest;MoveEast;255;255;255;1;511
False;MoveSouthEast;MoveSouthWest;MoveEast;256;256;256;1;512
False;MoveSouthEast;MoveWest;MoveEast;256;256;256;1;513
False;MoveSouthEast;MoveWest;MoveEast;257;257;257;1;514
False;MoveSouthEast;MoveSouthWest;MoveEast;257;257;257;1;515
False;MoveSouthEast;MoveSouthWest;MoveEast;258;258;258;1;516
False;MoveSouth;MoveSouth;MoveEast;258;258;258;1;517
False;MoveSouth;MoveSouth;MoveEast;259;259;259;1;518
False;MoveSouth;MoveSouth;MoveSouthEast;259;259;259;1;519
False;MoveSouth;MoveSouth;MoveSouthEast;260;260;260;1;520
False;MoveSouth;MoveSouth;MoveEast;260;260;260;1;521
False;MoveSouth;MoveSouth;MoveEast;261;261;261;1;522
False;MoveSouthWest;MoveSouthEast;MoveEast;261;261;261;1;523
False;MoveSouthWest;MoveSouthEast;MoveEast;262;262;262;1;524
False;MoveWest;MoveEast;MoveEast;262;262;262;1;525
False;MoveWest;MoveEast;MoveEast;263;263;263;1;526
False;MoveWest;MoveEast;MoveNorthEast;263;263;263;1;527
False;MoveWest;MoveEast;MoveNorthEast;264;264;264;1;528
False;MoveWest;MoveEast;MoveEast;264;264;264;1;529
False;MoveWest;MoveEast;MoveEast;265;265;265;1;530
False;MoveWest;MoveEast;OpenDoorAction;265;265;265;1;531
False;MoveWest;MoveEast;OpenDoorAction;266;266;266;1;532
False;MoveWest;MoveEast;MoveSouthEast;266;266;266;1;533
False;MoveWest;MoveEast;MoveSouthEast;267;267;267;1;534
False;MoveWest;MoveSouthEast;MoveEast;267;267;267;1;535
False;MoveWest;MoveSouthEast;MoveEast;268;268;268;1;536
False;MoveWest;MoveEast;MoveSouthEast;268;268;268;1;537
False;MoveWest;MoveEast;MoveSouthEast;269;269;269;1;538
False;MoveWest;MoveEast;MoveSouth;269;269;269;1;539
False;MoveWest;MoveEast;MoveSouth;270;270;270;1;540
False;MoveWest;MoveSouthEast;MoveSouth;270;270;270;1;541
False;MoveWest;MoveSouthEast;MoveSouth;271;271;271;1;542
False;MoveWest;DropObject;MoveSouth;271;271;271;1;543
False;MoveWest;DropObject;MoveSouth;272;272;272;1;544
False;MoveWest;MoveEast;MoveSouthWest;272;272;272;1;545
False;MoveWest;MoveEast;MoveSouthWest;273;273;273;1;546
False;MoveWest;MoveNorthEast;MoveWest;273;273;273;1;547
False;MoveWest;MoveNorthEast;MoveWest;274;274;274;1;548
False;MoveWest;MoveEast;MoveWest;274;274;274;1;549
False;MoveWest;MoveEast;MoveWest;275;275;275;1;550
False;MoveWest;GrabObject;MoveWest;275;275;275;1;551
False;MoveWest;GrabObject;MoveWest;276;276;276;1;552
False;OpenDoorAction;MoveWest;MoveWest;276;276;276;1;553
False;OpenDoorAction;MoveWest;MoveWest;277;277;277;1;554
False;MoveNorth;MoveWest;MoveWest;277;277;277;1;555
False;MoveNorth;MoveWest;MoveWest;278;278;278;1;556
False;MoveNorthWest;MoveWest;MoveWest;278;278;278;1;557
False;MoveNorthWest;MoveWest;MoveWest;279;279;279;1;558
False;MoveNorthWest;DropObject;MoveWest;279;279;279;1;559
True;MoveNorthWest;DropObject;MoveWest;280;280;280;1;560
